MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
201801,ERServices,HOSPITAL,Payer CO,3992
201801,ERServices,HOSPITAL,Payer H,52600
201801,ERServices,Hospital,Payer UN,2244
201801,ERServices,HOSPITAL,Payer W,7319
201801,ERServices,HOSPITAL ACUTE CARE,Payer B,2291
201801,ERServices,HOSPITALIST,Payer F,742
201801,ERServices,Hospitalist,Payer S,630
201801,ERServices,HOSPITALIST,Payer W,389
201801,ERServices,Internal Medicine,Payer B,146
201801,ERServices,INTERNAL MEDICINE,Payer CA,596
201801,ERServices,INTERNAL MEDICINE,Payer CO,62
201801,ERServices,INTERNAL MEDICINE,Payer F,2098
201801,ERServices,INTERNAL MEDICINE,Payer O,1254
201801,ERServices,Internal Medicine,Payer S,169
201801,ERServices,Internal Medicine,Payer UN,224
201801,ERServices,Internal Medicine - Cardiovascular Disease	,Payer S,7
201801,ERServices,INTERVENTIONAL CARDIOLOGY,Payer CA,10
201801,ERServices,INTERVENTIONAL CARDIOLOGY,Payer F,171
201801,ERServices,INTERVENTIONAL CARDIOLOGY,Payer O,515
201801,ERServices,INTERVENTIONAL RADIOLOGY,Payer CA,358
201801,ERServices,INTERVENTIONAL RADIOLOGY,Payer F,2108
201801,ERServices,INTERVENTIONAL RADIOLOGY,Payer O,1063
201801,ERServices,LABORATORY,Payer W,0
201801,ERServices,MEDICAL DOCTOR,Payer H,20846
201801,ERServices,MEDICAL SUPPLIER (DME),Payer F,195
201801,ERServices,MEDICAL SUPPLIER (DME),Payer O,52
201801,ERServices,MULT,Payer CA,136
201801,ERServices,NEURA,Payer CO,255
201801,ERServices,NEUROLOGY,Payer CA,297
201801,ERServices,NEUROLOGY,Payer W,23
201801,ERServices,NEURORADIOLOGY,Payer CA,10
201801,ERServices,NEURORADIOLOGY,Payer F,48
201801,ERServices,NUCLEAR MEDICINE,Payer CA,14
201801,ERServices,NUCLEAR MEDICINE,Payer F,103
201801,ERServices,NURSE PRACTITIONER,Payer CA,761
201801,ERServices,NURSE PRACTITIONERS,Payer H,661
201801,ERServices,OBSTETRICS & GYNECOLOGY,Payer F,973
201801,ERServices,ONCOLOGY,Payer F,391
201801,ERServices,ONCOLOGY,Payer O,137
201801,ERServices,ORTHOPEDIC SURGERY,Payer F,418
201801,ERServices,OSTEOPATH,Payer H,1278
201801,ERServices,OUT,Payer F,117263
201801,ERServices,OUT,Payer O,47411
201801,ERServices,PATHOLOGY,Payer CA,245
201801,ERServices,Pathology,Payer S,0
201801,ERServices,PATHOLOGY,Payer W,0
201801,ERServices,Pathology - Anatomic Pathology & Clinical Patholog,Payer S,123
201801,ERServices,PEDIATRICS,Payer F,406
201801,ERServices,Pediatrics,Payer S,243
201801,ERServices,PHYSICIAN ASSISTANT,Payer CO,426
201801,ERServices,PHYSICIAN ASSISTANT,Payer H,794
201801,ERServices,Physician Assistant,Payer S,501
201801,ERServices,PHYSICIAN'S ASSISTANT,Payer CA,2239
201801,ERServices,Psychiatry,Payer B,207
201801,ERServices,RADIOL,Payer W,1288
201801,ERServices,Radiology	,Payer S,20
201801,ERServices,Radiology,Payer B,332
201801,ERServices,RADIOLOGY,Payer CA,1926
201801,ERServices,RADIOLOGY,Payer CO,1161
201801,ERServices,RADIOLOGY,Payer F,7828
201801,ERServices,RADIOLOGY,Payer O,1256
201801,ERServices,Radiology,Payer S,577
201801,ERServices,Radiology,Payer UN,1682
201801,ERServices,RADIOLOGY,Payer W,1304
201801,ERServices,Radiology (Diagnostic),Payer UN,253
201801,ERServices,Radiology - Diagnostic,Payer S,604
201801,ERServices,RESIDENT,Payer CA,0
201801,ERServices,RHEUMATOLOGY,Payer CA,13
201801,ERServices,Surgery - Cardiovascular,Payer S,7
201801,ERServices,Surgery - General,Payer S,145
201801,ERServices,UROLOGY,Payer O,209
201801,ERServices,VASCULAR & INTERVENTIONAL RADIOLOGY,Payer F,11
201801,ERServices,VASCULAR SURGERY,Payer F,38
201801,ERServices,VASCULAR SURGERY,Payer O,39
201801,InpatientServices,,Payer F,5450
201801,InpatientServices,,Payer H,39089
201801,InpatientServices,ADVANCED RN PRACT,Payer CA,1082
201801,InpatientServices,ALLERGY & IMMUNOLOGY,Payer F,494
201801,InpatientServices,ALLERGY & IMMUNOLOGY,Payer O,612
201801,InpatientServices,ALLERGY / IMMUNOLOGY,Payer CA,19
201801,InpatientServices,ANATOM,Payer W,41
201801,InpatientServices,ANES ASSIST,Payer CA,541
201801,InpatientServices,ANESTHESIOLOGIST,Payer H,2432
201801,InpatientServices,ANESTHESIOLOGY,Payer CA,2560
201801,InpatientServices,ANESTHESIOLOGY,Payer CO,1432
201801,InpatientServices,ANESTHESIOLOGY,Payer F,9307
201801,InpatientServices,ANESTHESIOLOGY,Payer O,6380
201801,InpatientServices,Anesthesiology,Payer S,400
201801,InpatientServices,Anesthesiology,Payer UN,1381
201801,InpatientServices,ANESTHESIOLOGY,Payer W,1435
201801,InpatientServices,ARNP,Payer CA,1338
201801,InpatientServices,AUDIOLOGY,Payer O,173
201801,InpatientServices,CARD ELECTROPHYSIOLO,Payer CA,1649
201801,InpatientServices,CARDE,Payer CO,1168
201801,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer F,1204
201801,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer O,419
201801,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer W,1273
201801,InpatientServices,CARDIOLOGY,Payer CA,4121
201801,InpatientServices,CARDIOLOGY,Payer CO,304
201801,InpatientServices,CARDIOLOGY,Payer F,13690
201801,InpatientServices,CARDIOLOGY,Payer O,5691
201801,InpatientServices,Cardiology,Payer UN,779
201801,InpatientServices,CARDIOLOGY,Payer W,3440
201801,InpatientServices,Cardiology/Cardiovascular Disease,Payer B,143
201801,InpatientServices,CARDIOTHORACIC SURGE,Payer CA,271
201801,InpatientServices,CARDIOTHORACIC SURGERY,Payer F,6643
201801,InpatientServices,CARDIOTHORACIC SURGERY,Payer O,1248
201801,InpatientServices,Cardiovascular Medicine,Payer S,754
201801,InpatientServices,CARDIOVASCULAR SURGERY,Payer CA,2029
201801,InpatientServices,CARDIOVASCULAR SURGERY,Payer CO,608
201801,InpatientServices,CERT FIRST ASSISTANT,Payer CA,0
201801,InpatientServices,CLMIS,Payer CO,1357
201801,InpatientServices,COLON / RECTAL SURGERY,Payer CA,566
201801,InpatientServices,COLON / RECTAL SURGERY,Payer W,1060
201801,InpatientServices,COLORECTAL SURGERY,Payer F,639
201801,InpatientServices,COLORECTAL SURGERY,Payer O,1838
201801,InpatientServices,COVERING PHYSICIAN,Payer CA,0
201801,InpatientServices,CRITICAL ACCESS,Payer W,2496
201801,InpatientServices,CRITICAL CARE,Payer CA,2109
201801,InpatientServices,CRITICAL CARE,Payer F,2187
201801,InpatientServices,CRITICAL CARE,Payer O,463
201801,InpatientServices,CRITICAL CARE,Payer W,796
201801,InpatientServices,Critical Care Medicine,Payer S,644
201801,InpatientServices,CVS,Payer W,2427
201801,InpatientServices,DERMATOLOGY,Payer CA,391
201801,InpatientServices,DERMATOLOGY,Payer F,545
201801,InpatientServices,DERMATOPATHOLOGY,Payer F,13
201801,InpatientServices,DIAG X-RAY CLINIC,Payer H,1522
201801,InpatientServices,DIAGNOSTIC RADIOLOGY,Payer CA,620
201801,InpatientServices,DIAGNOSTIC RADIOLOGY,Payer CO,102
201801,InpatientServices,Doctor of Psychology,Payer UN,0
201801,InpatientServices,DURABLE MED EQT&MED SUPPL/CARDIOLOGIST,Payer CA,133
201801,InpatientServices,ElectroPhysiologic Study,Payer CA,808
201801,InpatientServices,EMERGENCY MEDICINE,Payer CO,377
201801,InpatientServices,EMERGENCY MEDICINE,Payer F,437
201801,InpatientServices,EMERGENCY MEDICINE,Payer O,296
201801,InpatientServices,Emergency Medicine - Emergency Medical Services	,Payer S,45191
201801,InpatientServices,EMERGENCY ROOM,Payer CA,2127
201801,InpatientServices,ENDOCRINOLOGY,Payer CA,537
201801,InpatientServices,ENDOCRINOLOGY,Payer F,1127
201801,InpatientServices,ENDOCRINOLOGY,Payer O,1241
201801,InpatientServices,ENDOCRINOLOGY,Payer W,464
201801,InpatientServices,ENT,Payer CA,299
201801,InpatientServices,ENT,Payer F,1495
201801,InpatientServices,ENT,Payer O,348
201801,InpatientServices,ENT,Payer W,558
201801,InpatientServices,FAMILY NURSE PRACTIONER,Payer CA,70
201801,InpatientServices,FAMILY PRACTICE,Payer CA,2042
201801,InpatientServices,FAMILY PRACTICE,Payer CO,334
201801,InpatientServices,FAMILY PRACTICE,Payer F,14208
201801,InpatientServices,FAMILY PRACTICE,Payer O,1428
201801,InpatientServices,Family Practice,Payer S,194
201801,InpatientServices,Family Practice,Payer UN,1174
201801,InpatientServices,FAMILY PRACTICE,Payer W,762
201801,InpatientServices,GASTROENTEROLOGY,Payer CA,3233
201801,InpatientServices,GASTROENTEROLOGY,Payer CO,1205
201801,InpatientServices,GASTROENTEROLOGY,Payer F,3899
201801,InpatientServices,GASTROENTEROLOGY,Payer O,1698
201801,InpatientServices,Gastroenterology,Payer S,1005
201801,InpatientServices,Gastroenterology,Payer UN,1459
201801,InpatientServices,GASTROENTEROLOGY,Payer W,672
201801,InpatientServices,General Acute Care Hospital	,Payer S,3836
201801,InpatientServices,GENERAL PRACTICE,Payer B,73
201801,InpatientServices,GENERAL PRACTICE,Payer CA,872
201801,InpatientServices,GENERAL PRACTICE,Payer O,223
201801,InpatientServices,GENERAL PRACTICE,Payer W,1776
201801,InpatientServices,GENERAL SPECIALIST,Payer CA,1206
201801,InpatientServices,GENERAL SURGERY,Payer CA,4067
201801,InpatientServices,GENERAL SURGERY,Payer CO,311
201801,InpatientServices,GENERAL SURGERY,Payer F,14349
201801,InpatientServices,GENERAL SURGERY,Payer O,1639
201801,InpatientServices,General Surgery,Payer UN,209
201801,InpatientServices,GENERAL SURGERY,Payer W,1670
201801,InpatientServices,GERIATRICS,Payer CA,807
201801,InpatientServices,GERIATRICS,Payer F,988
201801,InpatientServices,GERIATRICS,Payer O,497
201801,InpatientServices,Geriatrics,Payer S,618
201801,InpatientServices,GERIATRICS,Payer W,515
201801,InpatientServices,GYNECOLOGIC ONCOLOGY,Payer F,172
201801,InpatientServices,HEMATOLOGY,Payer F,316
201801,InpatientServices,HEMATOLOGY,Payer O,345
201801,InpatientServices,HEMATOLOGY,Payer W,377
201801,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer CA,1917
201801,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer CO,250
201801,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer F,5057
201801,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer O,403
201801,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer W,596
201801,InpatientServices,HOSPICE,Payer F,1063
201801,InpatientServices,HOSPICE AND PALLIATIVE CARE,Payer F,398
201801,InpatientServices,HOSPICE AND PALLIATIVE CARE,Payer O,1132
201801,InpatientServices,HOSPITAL,Payer CA,354844
201801,InpatientServices,HOSPITAL,Payer CO,43226
201801,InpatientServices,HOSPITAL,Payer H,185712
201801,InpatientServices,Hospital,Payer UN,13671
201801,InpatientServices,HOSPITAL,Payer W,104702
201801,InpatientServices,HOSPITAL ACUTE CARE,Payer B,2397
201801,InpatientServices,HOSPITALIST,Payer CO,2316
201801,InpatientServices,HOSPITALIST,Payer F,8635
201801,InpatientServices,HOSPITALIST,Payer O,2862
201801,InpatientServices,Hospitalist,Payer S,639
201801,InpatientServices,Hospitalist,Payer UN,934
201801,InpatientServices,HOSPITALIST,Payer W,844
201801,InpatientServices,INDEPENDENT LAB,Payer F,188
201801,InpatientServices,INFECTIOUS DISEASE,Payer F,8537
201801,InpatientServices,INFECTIOUS DISEASE,Payer O,2642
201801,InpatientServices,Infectious Diseases,Payer B,746
201801,InpatientServices,INFECTIOUS DISEASES,Payer CA,2812
201801,InpatientServices,INFECTIOUS DISEASES,Payer CO,462
201801,InpatientServices,Infectious Diseases,Payer S,723
201801,InpatientServices,INFECTIOUS DISEASES,Payer W,1178
201801,InpatientServices,INP,Payer F,2129154
201801,InpatientServices,INP,Payer O,269146
201801,InpatientServices,Internal Medicine,Payer B,1786
201801,InpatientServices,INTERNAL MEDICINE,Payer CA,11719
201801,InpatientServices,INTERNAL MEDICINE,Payer CO,678
201801,InpatientServices,INTERNAL MEDICINE,Payer F,27523
201801,InpatientServices,INTERNAL MEDICINE,Payer O,7860
201801,InpatientServices,Internal Medicine,Payer S,1015
201801,InpatientServices,Internal Medicine,Payer UN,576
201801,InpatientServices,INTERNAL MEDICINE,Payer W,7534
201801,InpatientServices,Internal Medicine - Cardiovascular Disease	,Payer S,745
201801,InpatientServices,Internal Medicine - Clinical Cardiatric Electrophy,Payer S,18
201801,InpatientServices,Internal Medicine - Gastroenterology	,Payer S,569
201801,InpatientServices,Internal Medicine - Interventional Cardiology	,Payer S,1695
201801,InpatientServices,Internal Medicine - Pulmonary Disease	,Payer S,363
201801,InpatientServices,INTERVENTIONAL CARDIOLOGY,Payer CA,496
201801,InpatientServices,INTERVENTIONAL CARDIOLOGY,Payer F,4801
201801,InpatientServices,INTERVENTIONAL CARDIOLOGY,Payer O,1570
201801,InpatientServices,INTERVENTIONAL CARDIOLOGY,Payer W,1225
201801,InpatientServices,INTERVENTIONAL RADIOLOGY,Payer CA,788
201801,InpatientServices,INTERVENTIONAL RADIOLOGY,Payer F,639
201801,InpatientServices,INTERVENTIONAL RADIOLOGY,Payer O,361
201801,InpatientServices,LABORATORY,Payer CA,2001
201801,InpatientServices,LABORATORY,Payer W,408
201801,InpatientServices,MEDICAL DOCTOR,Payer H,51562
201801,InpatientServices,MENTAL HEALTH PROFESSIONAL,Payer F,283
201801,InpatientServices,Multi-Specialty	,Payer S,565
201801,InpatientServices,NEPHROLOGY,Payer CA,3724
201801,InpatientServices,NEPHROLOGY,Payer CO,1891
201801,InpatientServices,NEPHROLOGY,Payer F,5549
201801,InpatientServices,NEPHROLOGY,Payer O,2012
201801,InpatientServices,Nephrology,Payer S,1515
201801,InpatientServices,NEPHROLOGY,Payer W,2201
201801,InpatientServices,NEURA,Payer CO,39
201801,InpatientServices,NEUROLOGICAL SURGERY,Payer CA,888
201801,InpatientServices,NEUROLOGICAL SURGERY,Payer CO,158
201801,InpatientServices,Neurology,Payer B,102
201801,InpatientServices,NEUROLOGY,Payer CA,2472
201801,InpatientServices,NEUROLOGY,Payer CO,1769
201801,InpatientServices,NEUROLOGY,Payer F,8839
201801,InpatientServices,NEUROLOGY,Payer O,1109
201801,InpatientServices,Neurology,Payer S,1199
201801,InpatientServices,Neurology,Payer UN,94
201801,InpatientServices,NEUROLOGY,Payer W,1021
201801,InpatientServices,NEUROPHYSIOLOGY,Payer F,632
201801,InpatientServices,NEUROPSYCHOLOGY,Payer CA,142
201801,InpatientServices,NEURORADIOLOGY,Payer CA,39
201801,InpatientServices,NEURORADIOLOGY,Payer O,18
201801,InpatientServices,NEUROSURGERY,Payer F,6066
201801,InpatientServices,NEUROSURGERY,Payer O,1792
201801,InpatientServices,Neurosurgery,Payer UN,449
201801,InpatientServices,NPACRE,Payer W,163
201801,InpatientServices,NUCLEAR MEDICINE,Payer CA,17
201801,InpatientServices,NUCLEAR MEDICINE,Payer O,76
201801,InpatientServices,NUCRAD,Payer W,11
201801,InpatientServices,NURSE ANESTHETIST,Payer H,1753
201801,InpatientServices,Nurse Anesthetist - Certified Registered	,Payer S,1671
201801,InpatientServices,NURSE PRACTITIONER,Payer CA,1031
201801,InpatientServices,NURSE PRACTITIONER,Payer CO,255
201801,InpatientServices,Nurse Practitioner - Family	,Payer S,363
201801,InpatientServices,NURSE PRACTITIONERS,Payer H,1011
201801,InpatientServices,ONCOLOGY,Payer CA,453
201801,InpatientServices,ONCOLOGY,Payer F,2451
201801,InpatientServices,ONCOLOGY,Payer O,1109
201801,InpatientServices,ONCOLOGY,Payer W,1735
201801,InpatientServices,Oncology & Hematology,Payer UN,70
201801,InpatientServices,ORT,Payer CO,423
201801,InpatientServices,ORTHOPEDIC,Payer CA,0
201801,InpatientServices,ORTHOPEDIC SURGERY,Payer CA,2404
201801,InpatientServices,ORTHOPEDIC SURGERY,Payer CO,1138
201801,InpatientServices,ORTHOPEDIC SURGERY,Payer F,11336
201801,InpatientServices,ORTHOPEDIC SURGERY,Payer O,4877
201801,InpatientServices,Orthopedic Surgery,Payer UN,1698
201801,InpatientServices,ORTHOPEDIC SURGERY,Payer W,1089
201801,InpatientServices,OSTEOPATH,Payer H,1131
201801,InpatientServices,OTHER,Payer CA,834
201801,InpatientServices,Other,Payer UN,20
201801,InpatientServices,PAIN MANAGEMENT,Payer F,1918
201801,InpatientServices,PAIN MANAGEMENT,Payer O,1242
201801,InpatientServices,Pain Management,Payer UN,693
201801,InpatientServices,PAIN MANAGEMENT,Payer W,440
201801,InpatientServices,PATHOLOGY,Payer CA,2032
201801,InpatientServices,PATHOLOGY,Payer CO,816
201801,InpatientServices,PATHOLOGY,Payer F,2490
201801,InpatientServices,PATHOLOGY,Payer O,928
201801,InpatientServices,Pathology,Payer S,340
201801,InpatientServices,Pathology,Payer UN,167
201801,InpatientServices,PATHOLOGY,Payer W,516
201801,InpatientServices,Pathology - Anatomic Pathology	,Payer S,138
201801,InpatientServices,Pathology - Anatomic Pathology & Clinical Patholog,Payer S,348
201801,InpatientServices,PEDIATRIC SURGERY,Payer F,571
201801,InpatientServices,PEDIATRICS,Payer CA,294
201801,InpatientServices,PEDIATRICS,Payer F,477
201801,InpatientServices,Pediatrics - Radiology,Payer S,169
201801,InpatientServices,Pediatrics - Surgery,Payer S,661
201801,InpatientServices,PHYS MEDICINE REHAB,Payer F,1197
201801,InpatientServices,PHYS MEDICINE REHAB,Payer O,640
201801,InpatientServices,PHYSICAL MEDICINE & REHAB,Payer CA,844
201801,InpatientServices,PHYSICAL MEDICINE & REHABILITATION,Payer W,2235
201801,InpatientServices,PHYSICAL THERAPIST,Payer H,301
201801,InpatientServices,PHYSICAL THERAPY,Payer CA,625
201801,InpatientServices,Physical Therapy,Payer UN,0
201801,InpatientServices,PHYSICIAN ASSISTANT,Payer CO,357
201801,InpatientServices,PHYSICIAN ASSISTANT,Payer H,521
201801,InpatientServices,Physician Assistant,Payer UN,1173
201801,InpatientServices,PHYSICIAN'S ASSISTANT,Payer CA,1133
201801,InpatientServices,PLASTIC SURGERY,Payer CA,0
201801,InpatientServices,PLASTIC SURGERY,Payer F,785
201801,InpatientServices,PLASTIC SURGERY,Payer O,561
201801,InpatientServices,PLASTIC SURGERY,Payer W,341
201801,InpatientServices,PODIATRY,Payer CA,379
201801,InpatientServices,PODIATRY,Payer F,389
201801,InpatientServices,PODIATRY,Payer O,386
201801,InpatientServices,PODIATRY,Payer W,607
201801,InpatientServices,PSYCHIATRIC HOSP,Payer CA,0
201801,InpatientServices,PSYCHIATRIC HOSPITAL,Payer B,2444
201801,InpatientServices,Psychiatry,Payer B,491
201801,InpatientServices,PSYCHIATRY,Payer CA,0
201801,InpatientServices,PSYCHIATRY,Payer F,1995
201801,InpatientServices,PSYCHIATRY,Payer O,246
201801,InpatientServices,PSYCHIATRY,Payer W,353
201801,InpatientServices,Psychiatry & Neurology - Neurology	,Payer S,486
201801,InpatientServices,PSYCHOLOGIST - CLINICAL,Payer O,167
201801,InpatientServices,PULMONARY DISEASE,Payer F,15787
201801,InpatientServices,PULMONARY DISEASE,Payer O,11150
201801,InpatientServices,Pulmonary Diseases,Payer B,1239
201801,InpatientServices,PULMONARY DISEASES,Payer CA,4615
201801,InpatientServices,PULMONARY DISEASES,Payer CO,348
201801,InpatientServices,Pulmonary Diseases,Payer S,1099
201801,InpatientServices,PULMONARY DISEASES,Payer W,2028
201801,InpatientServices,PULMONARY MEDICINE,Payer B,182
201801,InpatientServices,Pulmonology,Payer UN,626
201801,InpatientServices,RADIATION ONCOLOGY,Payer CA,1073
201801,InpatientServices,RADIATION ONCOLOGY,Payer F,143
201801,InpatientServices,RADIOL,Payer W,433
201801,InpatientServices,RADIOLOGY,Payer CA,6810
201801,InpatientServices,RADIOLOGY,Payer CO,652
201801,InpatientServices,RADIOLOGY,Payer F,8497
201801,InpatientServices,RADIOLOGY,Payer O,1155
201801,InpatientServices,Radiology,Payer S,114
201801,InpatientServices,Radiology,Payer UN,330
201801,InpatientServices,RADIOLOGY,Payer W,1896
201801,InpatientServices,Radiology - Diagnostic,Payer S,417
201801,InpatientServices,Radiology - Vascular and Interventional Radiology	,Payer S,95
201801,InpatientServices,REGISTERED NURSE PRACTITIONER,Payer S,133
201801,InpatientServices,REHAB FACILITY,Payer H,1328
201801,InpatientServices,RESIDENT,Payer CA,0
201801,InpatientServices,SKILLED NURSING FACILITY,Payer CA,1042
201801,InpatientServices,SPECIAL SERVICES,Payer H,430
201801,InpatientServices,SPORTS MEDICINE,Payer CA,1575
201801,InpatientServices,Surgery - General,Payer S,529
201801,InpatientServices,Surgery - Neurological,Payer S,2439
201801,InpatientServices,Surgery - Oncology,Payer S,306
201801,InpatientServices,Surgery - Thoracic,Payer S,0
201801,InpatientServices,SURGICAL CRITICAL CARE,Payer F,540
201801,InpatientServices,SURGICAL CRITICAL CARE,Payer W,1460
201801,InpatientServices,SURGICAL ONCOLOGY,Payer CO,277
201801,InpatientServices,Technician - Other,Payer S,357
201801,InpatientServices,THORACIC & CARDIOVASCULAR SURGERY,Payer W,959
201801,InpatientServices,THORACIC SURGERY,Payer CA,2181
201801,InpatientServices,THORACIC SURGERY,Payer F,1271
201801,InpatientServices,THORACIC SURGERY,Payer O,2415
201801,InpatientServices,THORACIC SURGERY,Payer W,1003
201801,InpatientServices,TRANSPLANT HEPATOLOGY,Payer W,448
201801,InpatientServices,TRANSPLANT SURGERY,Payer O,44
201801,InpatientServices,TSURGE,Payer W,0
201801,InpatientServices,UNDERSEA AND HYPERBARIC MEDICINE,Payer F,143
201801,InpatientServices,UROLOGY,Payer CA,1505
201801,InpatientServices,UROLOGY,Payer CO,180
201801,InpatientServices,UROLOGY,Payer F,2969
201801,InpatientServices,UROLOGY,Payer O,495
201801,InpatientServices,UROLOGY,Payer W,590
201801,InpatientServices,VASCULAR & INTERVENTIONAL RADIOLOGY,Payer F,9
201801,InpatientServices,VASCULAR SURGERY,Payer CA,964
201801,InpatientServices,VASCULAR SURGERY,Payer F,2113
201801,InpatientServices,VASCULAR SURGERY,Payer O,601
201801,InpatientServices,VASCULAR SURGERY,Payer W,61
201801,OutpatientServices,,Payer F,426
201801,OutpatientServices,,Payer H,11536
201801,OutpatientServices,ADVANCED RN PRACT,Payer CA,184
201801,OutpatientServices,Ambulance,Payer S,0
201801,OutpatientServices,Ambulatory Health Care,Payer S,345
201801,OutpatientServices,Ambulatory Surgical Center,Payer S,250
201801,OutpatientServices,ANES ASSIST,Payer CA,446
201801,OutpatientServices,ANESTHESIOLOGIST,Payer H,836
201801,OutpatientServices,Anesthesiology,Payer B,341
201801,OutpatientServices,ANESTHESIOLOGY,Payer CA,2578
201801,OutpatientServices,ANESTHESIOLOGY,Payer CO,1619
201801,OutpatientServices,ANESTHESIOLOGY,Payer F,11538
201801,OutpatientServices,ANESTHESIOLOGY,Payer O,998
201801,OutpatientServices,Anesthesiology,Payer S,315
201801,OutpatientServices,Anesthesiology,Payer UN,1701
201801,OutpatientServices,ANESTHESIOLOGY,Payer W,659
201801,OutpatientServices,ARNP,Payer CA,361
201801,OutpatientServices,CARD ELECTROPHYSIOLO,Payer CA,367
201801,OutpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer F,642
201801,OutpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer O,243
201801,OutpatientServices,Cardiac Electrophysiology,Payer S,83
